timestamp,ecg
25:16.4,71
25:16.4,16896
25:16.4,0
25:16.4,81
25:16.4,19968
25:16.4,0
25:16.4,64
25:16.4,17664
25:16.4,0
25:16.4,81
25:16.4,18176
25:16.4,0
25:16.4,50
25:16.4,14592
25:16.4,0
25:16.4,64
25:16.4,12800
25:16.4,0
25:16.4,50
25:16.4,20736
25:16.4,0
25:16.4,95
25:16.4,23040
25:16.4,0
25:16.4,100
25:16.4,27392
25:16.4,0
25:16.4,88
25:16.4,13312
25:16.4,0
25:16.4,42
25:16.4,15104
25:16.4,0
25:16.4,50
25:16.4,7168
25:16.4,0
25:16.4,28
25:16.4,4864
25:16.4,0
25:16.4,21
25:16.4,31488
25:16.4,0
25:16.4,383
25:16.4,-5376
25:16.4,1
25:16.4,-92
25:16.4,17407
25:16.4,-5
25:16.4,-1864
25:16.4,-18689
25:16.4,-6
25:16.4,-376
25:16.4,9983
25:16.4,0
25:16.4,88
25:16.4,-8960
25:16.4,0
25:16.4,267
25:16.4,-13824
25:16.4,0
25:16.4,212
25:16.4,-4096
25:16.4,0
25:16.4,226
25:16.4,-11264
25:16.4,0
25:16.4,207
25:16.4,-13824
25:16.4,0
25:16.4,212
25:16.4,-10752
25:16.4,0
25:16.4,205
25:16.4,-12544
25:16.4,0
25:16.4,219
25:16.4,-12032
25:16.4,0
25:16.4,183
25:16.4,-23552
25:16.4,0
25:16.4,162
25:16.4,-27904
25:16.4,0
25:16.4,112
25:16.4,23552
25:16.4,0
25:16.4,97
25:16.4,26112
25:16.4,0
25:16.4,92
25:16.4,18688
25:16.4,0
25:16.4,66
25:16.4,18176
25:16.4,0
25:16.4,66
25:16.4,16384
25:16.4,0
25:16.4,78
25:16.4,19456
25:16.4,0
25:16.4,64
25:16.4,20736
25:16.4,0
25:16.4,85
25:16.4,17664
25:16.4,0
25:16.4,57
25:16.9,69
25:16.9,21248
25:16.9,0
25:16.9,83
25:16.9,21760
25:16.9,0
25:16.9,92
25:16.9,22528
25:16.9,0
25:16.9,78
25:16.9,16896
25:16.9,0
25:16.9,57
25:16.9,13824
25:16.9,0
25:16.9,54
25:16.9,9728
25:16.9,0
25:16.9,16
25:16.9,7168
25:16.9,0
25:16.9,54
25:16.9,19968
25:16.9,0
25:16.9,190
25:16.9,-17664
25:16.9,1
25:16.9,464
25:16.9,8192
25:16.9,-1
25:16.9,-1320
25:16.9,5631
25:16.9,-7
25:16.9,-1118
25:16.9,5375
25:16.9,-1
25:16.9,76
25:16.9,-30976
25:16.9,0
25:16.9,247
25:16.9,2048
25:16.9,1
25:16.9,231
25:16.9,-2816
25:16.9,0
25:16.9,247
25:16.9,-8192
25:16.9,0
25:16.9,228
25:16.9,-5120
25:16.9,0
25:16.9,221
25:16.9,-8960
25:16.9,0
25:16.9,231
25:16.9,-9472
25:16.9,0
25:16.9,212
25:16.9,-10240
25:16.9,0
25:16.9,209
25:16.9,-19200
25:16.9,0
25:16.9,154
25:16.9,-29696
25:16.9,0
25:16.9,131
25:16.9,29696
25:16.9,0
25:16.9,97
25:16.9,24320
25:16.9,0
25:16.9,107
25:16.9,26112
25:16.9,0
25:16.9,90
25:16.9,21760
25:16.9,0
25:16.9,90
25:16.9,23552
25:16.9,0
25:16.9,95
25:16.9,24320
25:16.9,0
25:16.9,95
25:16.9,23552
25:16.9,0
25:16.9,88
25:16.9,24320
25:16.9,0
25:16.9,92
25:16.9,21248
25:16.9,0
25:16.9,85
25:16.9,26112
25:16.9,0
25:16.9,116
25:16.9,28672
25:16.9,0
25:16.9,104
25:16.9,27392
25:16.9,0
25:16.9,88
25:16.9,15616
25:16.9,0
25:16.9,61
25:16.9,15104
25:16.9,0
25:16.9,52
25:17.5,47
25:17.5,9728
25:17.5,0
25:17.5,33
25:17.5,8960
25:17.5,0
25:17.5,78
25:17.5,-256
25:17.5,0
25:17.5,495
25:17.5,19200
25:17.5,1
25:17.5,-569
25:17.5,-9217
25:17.5,-7
25:17.5,-1614
25:17.5,7679
25:17.5,-3
25:17.5,-45
25:17.5,27647
25:17.5,0
25:17.5,205
25:17.5,13568
25:17.5,1
25:17.5,259
25:17.5,-13056
25:17.5,0
25:17.5,247
25:17.5,1536
25:17.5,1
25:17.5,228
25:17.5,-8192
25:17.5,0
25:17.5,233
25:17.5,-8192
25:17.5,0
25:17.5,228
25:17.5,-7680
25:17.5,0
25:17.5,219
25:17.5,-6400
25:17.5,0
25:17.5,214
25:17.5,-23040
25:17.5,0
25:17.5,147
25:17.5,-24832
25:17.5,0
25:17.5,157
25:17.5,30976
25:17.5,0
25:17.5,104
25:17.5,30464
25:17.5,0
25:17.5,119
25:17.5,29696
25:17.5,0
25:17.5,131
25:17.5,-30208
25:17.5,0
25:17.5,128
25:17.5,31488
25:17.5,0
25:17.5,123
25:17.5,32256
25:17.5,0
25:17.5,128
25:17.5,32256
25:17.5,0
25:17.5,121
25:17.5,30464
25:17.5,0
25:17.5,114
25:17.5,28672
25:17.5,0
25:17.5,109
25:17.5,28672
25:17.5,0
25:17.5,123
25:17.5,-32000
25:17.5,0
25:17.5,133
25:17.5,-31488
25:17.5,0
25:17.5,126
25:17.5,27904
25:17.5,0
25:17.5,95
25:17.5,24320
25:17.5,0
25:17.5,92
25:17.5,19968
25:17.5,0
25:17.5,69
25:17.5,16896
25:17.5,0
25:17.5,66
25:17.5,21248
25:17.5,0
25:17.5,207
25:17.5,-11520
25:17.5,1
25:17.5,491
25:17.5,15616
25:17.5,-1
25:17.5,-1266
25:17.5,29439
25:17.5,-7
25:17.5,-1037
25:18.0,-214
25:18.0,20991
25:18.0,0
25:18.0,162
25:18.0,5120
25:18.0,1
25:18.0,281
25:18.0,-2816
25:18.0,0
25:18.0,262
25:18.0,2816
25:18.0,1
25:18.0,245
25:18.0,-4096
25:18.0,0
25:18.0,243
25:18.0,-1536
25:18.0,0
25:18.0,259
25:18.0,256
25:18.0,1
25:18.0,250
25:18.0,-1024
25:18.0,0
25:18.0,250
25:18.0,-4096
25:18.0,0
25:18.0,224
25:18.0,-13824
25:18.0,0
25:18.0,178
25:18.0,-24064
25:18.0,0
25:18.0,152
25:18.0,-28416
25:18.0,0
25:18.0,143
25:18.0,-26112
25:18.0,0
25:18.0,164
25:18.0,-23040
25:18.0,0
25:18.0,162
25:18.0,-25344
